bibliography.congress classifications_bibliography.languages_bibliography.title_bibliography.type_metadata.downloads_metadata.id_metadata.rank_bibliography.author.birth_bibliography.author.death_bibliography.author.name_bibliography.publication.day_bibliography.publication.full_bibliography.publication.month_bibliography.publication.month name_bibliography.publication.year_metadata.formats.total_metrics.difficulty.automated readability index_metrics.difficulty.coleman liau index_metrics.difficulty.dale chall readability score_metrics.difficulty.difficult words_metrics.difficulty.flesch kincaid grade_metrics.difficulty.flesch reading ease_metrics.difficulty.gunning fog_metrics.difficulty.linsear write formula_metrics.difficulty.smog index_metrics.sentiments.polarity_metrics.sentiments.subjectivity_metrics.statistics.average letter per word_metrics.statistics.average sentence length_metrics.statistics.average sentence per word_metrics.statistics.characters_metrics.statistics.polysyllables_metrics.statistics.sentences_metrics.statistics.syllables_metrics.statistics.words
JC_en_On Liberty_Text_3683_34901_65_1806_1873_Mill, John Stuart_10_January 10, 2011_1_January_2011_8_20.5_12.66_7.39_6481_16.2_43.4_16.4_11_11.2_0.113760682307947_0.488220275323692_5.06_36_0.03_263422_3273_1439_80190.9_52040
PR_en_The Hound of the Baskervilles_Text_3677_2852_66_1859_1930_Doyle, Arthur Conan_1_October, 2001_10_October_2001_6_8_8.99_5.84_5482_5.6_81.63_8_5.5_3.1_0.066257684849881_0.495383983104905_4.58_15_0.06_270731_1301_3768_77996.7_59122
PR_en_Three Men in a Boat_Text_3647_308_67_1859_1927_Jerome, Jerome K. (Jerome Klapka)_19_October 19, 2010_10_October_2010_7_10_9.34_6.18_6772_7.2_77.57_9.6_4_3.1_0.067679161787001_0.474995864465067_4.59_19_0.05_306930_1271_3401_86480.1_66828
PR,PZ_en_Through the Looking-Glass_Text_3626_12_68_1832_1898_Carroll, Lewis_1_February, 1991_2_February_1991_7_8.3_9.45_5.84_2700_5.6_81.63_8_10.5_3.1_0.087242843955848_0.486644805436109_4.71_15_0.07_137377_373_1938_37274.4_29170
PR_en_The Time Machine_Text_3599_35_69_1866_1946_Wells, H. G. (Herbert George)_2_October 2, 2004_10_October_2004_6_9.3_9.86_6.54_4316_7.2_72.16_8.4_11_3.1_0.054363926199547_0.463041180565416_4.73_16_0.06_152740_1011_1902_44856_32298
HT_en_The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African: Written By Himself_Text_3526_15399_70_1745_1797_Equiano, Olaudah_17_March 17, 2005_3_March_2005_8_14.8_9.82_6.52_7539_11.1_67.42_13.6_4.5_3.1_0.133096904613168_0.486919244097797_4.57_29_0.03_377573_2010_2809_110958.3_82531
PS_en_The Jungle_Text_3522_140_71_1878_1968_Sinclair, Upton_11_March 11, 2006_3_March_2006_7_12_9.7_6.08_12320_8.7_73.51_11.2_17.5_3.1_0.040068339228926_0.464446423212174_4.6_23_0.04_686087_2947_6321_196649.1_149118
PT_de_Josefine Mutzenbacher: oder Die Geschichte einer Wienerischen Dirne von ihr selbst erzählt_Text_3506_31284_72_1869_1945_Salten, Felix_15_February 15, 2010_2_February_2010_9_9.3_12.22_5.8_6950_4_85.69_6.4_10.5_3.1_0.273264483447489_0.507305936073059_5.29_11_0.09_359174_986_5825_87192.9_67852
PS_en_Walden, and On The Duty Of Civil Disobedience_Text_3501_205_73_1817_1862_Thoreau, Henry David_1_January, 1995_1_January_1995_7_14.5_9.93_6.67_12047_11.8_59.98_13.2_58_3.1_0.113960755809866_0.489331623603835_4.64_28_0.04_536586_3414_4113_157520.7_115646
PR_en_Hard Times_Text_3494_786_74_1812_1870_Dickens, Charles_17_March 17, 2013_3_March_2013_6_9.1_10.03_6.04_10494_6_80.62_8.4_8_3.1_0.087396873821303_0.498456970807688_4.76_16_0.06_491593_2587_6369_137771.1_103230
PG_en_The Brothers Karamazov_Text_3478_28054_75_1821_1881_Dostoyevsky, Fyodor_12_February 12, 2009_2_February_2009_10_8.1_9.5_5.24_20241_6.4_74.19_7.6_2.5_3.1_0.070422990498826_0.521310952467776_4.72_14_0.07_1651301_9371_23925_474897.6_350214
JK_en_Democracy in America — Volume 1_Text_3455_815_76_1805_1859_Tocqueville, Alexis de_21_January 21, 2006_1_January_2006_7_18.7_12.95_6.33_13330_15.8_39_14.8_22_11.2_0.107559250972105_0.452057618478236_5.11_32_0.03_974148_13853_5911_297308.7_190451
PQ_en_Complete Original Short Stories of Guy De Maupassant_Text_3437_3090_77_1850_1893_Maupassant, Guy de_2_October 2, 2004_10_October_2004_7_9.8_9.86_5.41_28790_6.4_79.6_8.8_11_3.1_0.061990862776786_0.486963590893743_4.73_17_0.06_2322316_10385_27322_659071.8_490717
PE_en_Practical Grammar and Composition_Text_3434_22577_78_1883_0_Wood, Thomas_11_September 11, 2007_9_September_2007_7_8.6_11.53_6.15_7927_5.2_77.23_6.4_11_3.1_0.072727360118397_0.470775378347262_5.12_11_0.08_326211_2252_5396_88321.5_63677
PR_en_David Copperfield_Text_3427_766_79_1812_1870_Dickens, Charles_1_December, 1996_12_December_1996_7_9.4_9.34_5.49_22731_6.4_79.6_8.8_3_3.1_0.1130807490997_0.502424674337103_4.64_17_0.06_1647137_8232_19863_468659.7_354823
E011_en_Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson_Text_3389_851_80_0_1711_Rowlandson, Mary White_1_March, 1997_3_March_1997_7_11.8_8.13_6.2_1694_8.3_79.94_12_7_3.1_0.066316708343056_0.490130583191726_4.33_25_0.04_87391_184_786_25089.3_20204
PS_en_Uncle Tom's Cabin_Text_3336_203_81_1811_1896_Stowe, Harriet Beecher_1_January, 1995_1_January_1995_8_10.3_10.39_5.96_16310_6.8_78.59_9.2_14_3.1_0.098912277939653_0.511637877314558_4.77_18_0.05_861422_4298_9784_238465.8_180551
BF_en_How to Analyze People on Sight: Through the Science of Human Analysis: The Five Human Types_Text_3334_30601_82_0_0_Benedict, Ralph Paine_4_December 4, 2009_12_December_2009_9_12.5_12.13_6.5_7140_9.9_59.64_10_8.5_8.8_0.137144867144566_0.474026024346619_5.07_20_0.05_305692_3102_3014_89637.3_60336
PS_en_The Legend of Sleepy Hollow_Text_3287_41_83_1783_1859_Irving, Washington_1_October, 1992_10_October_1992_8_19.1_11.62_8.36_2311_14.6_52.87_16_10.5_8.8_0.101807287296037_0.491557266899766_4.88_35_0.03_59630_350_348_17145.9_12214
PQ_en_Around the World in Eighty Days_Text_3248_103_84_1828_1905_Verne, Jules_15_May 15, 2008_5_May_2008_6_11.2_11.71_6.4_7679_7.6_71.14_8.8_57_3.1_0.087405768051225_0.468621245773551_5.05_17_0.06_319415_2235_3591_89117.1_63266
PG_en_Anna Karenina_Text_3208_1399_85_1828_1910_Tolstoy, Leo, graf_1_July 01, 1998_7_July_1998_10_9.9_10.38_5.38_19834_7.6_71.14_8.8_13.5_3.1_0.100045752634425_0.511512231049438_4.82_17_0.06_1687204_10895_20362_477379.8_349769
PR_en_The Mysterious Affair at Styles_Text_3192_863_86_1890_1976_Christie, Agatha_27_July 27, 2008_7_July_2008_7_7.4_10.13_5.9_6140_5.2_77.23_6.4_2.5_3.1_0.074119030409962_0.525106319859746_4.93_11_0.09_278825_1576_5058_77225.4_56518
PS_en_The Call of the Wild_Text_3141_215_87_1876_1916_London, Jack_1_July 1, 2008_7_July_2008_6_10.3_9.98_6.58_4042_7.2_77.57_9.6_17_3.1_0.040832166322553_0.467916636586399_4.7_19_0.05_149454_612_1657_41653.8_31821
PZ_en_Anne of Green Gables_Text_3089_45_88_1874_1942_Montgomery, L. M. (Lucy Maud)_1_1992_1_January_1992_7_7.9_9.1_5.62_8388_5.2_82.65_7.6_18_3.1_0.102201599411531_0.515463566497134_4.65_14_0.07_476944_1966_6924_135656.1_102511
PR_en_Persuasion_Text_3079_105_89_1775_1817_Austen, Jane_5_June 5, 2008_6_June_2008_7_12.8_10.62_6.13_7119_9.9_65.05_11.2_29.5_3.1_0.148467235014337_0.522353030565846_4.76_23_0.04_396720_2450_3535_114975_83284
PQ_en_Don Quixote_Text_3043_996_90_1547_1616_Cervantes Saavedra, Miguel de_27_July 27, 2004_7_July_2004_7_23.2_9.94_6.75_22548_17.7_50.17_20.4_25.5_3.1_0.141667559995324_0.519560662206728_4.54_46_0.02_1935500_7853_9144_563107.5_425899
LB_en_Democracy and Education: An Introduction to the Philosophy of Education_Text_3023_852_91_1859_1952_Dewey, John_1_March, 1997_3_March_1997_7_15.3_13.7_6.08_11228_12.3_48.13_11.2_7.5_11.2_0.101590958942238_0.435331706615193_5.29_23_0.04_718535_11696_5727_220891.5_135857
PR_en_A Portrait of the Artist as a Young Man_Text_2979_4217_92_1882_1941_Joyce, James_1_July, 2003_7_July_2003_7_9.2_9.51_6.12_8799_6.4_79.6_8.8_7.5_3.1_0.035549064106002_0.488406307195349_4.67_17_0.06_395910_1303_4923_111563.1_84793
PR_en_The Tragical History of Doctor Faustus: From the Quarto of 1604_Text_2963_779_93_1564_1593_Marlowe, Christopher_1_January, 1997_1_January_1997_8_10.1_11.71_6.82_3039_5.6_81.63_8_4.5_3.1_0.147767055531163_0.469543107302905_5.1_15_0.07_100446_428_1306_26560.8_19693
